x,y,z,label
23.618963638077386,1.6361824037129158,0.1868367359337949,2
21.0,22.0,0.5112963800310468,1
24.90563183083653,9.090546357672864,0.16593716012369497,2
6.0,24.0,0.4936907020272587,1
10.371859590422677,4.076531869693981,0.14996290922730326,2
12.32341650432917,10.006683484159732,0.49200490912773354,2
18.77095749365021,22.418186028569107,0.6504955606738451,2
8.0,24.0,0.45726108303280977,1
0.0,1.0,0.4550723326187745,1
0.0,24.0,0.5449609667697363,1
21.007031964749867,7.159562605323999,0.7641519065275454,0
9.0,18.0,0.5063345257984319,1
20.025075075538577,20.474936506851506,0.4987105026663814,3
12.80158752162755,10.032811674128627,0.9052059051553526,2
24.0,1.0,0.4733030024577274,1
8.855201495610842,12.491956462578738,0.4880649387342666,2
17.49210721610678,12.264740354470453,0.014914592596242948,2
11.822978203200146,17.294571928648832,0.2580422706118304,3
13.80366257719877,11.096280401798122,0.9741314942398899,3
6.0,12.0,0.5365424485933907,1
10.995330902007568,20.419564093805928,0.6412203183351732,2
11.845925274747819,16.981444725244526,0.9664918986021702,2
22.567022570774757,10.751338725029935,0.4884486117594036,3
6.350056905806098,16.443312308000305,0.47806545268986145,2
21.151625639947223,13.696067761508305,0.2732485012525452,0
6.106627201534456,11.684276780184335,0.7077397172100208,3
3.539441902015164,12.352285311993692,0.020824488449641798,0
2.0,11.0,0.4817084931922398,1
0.4824630903515953,15.781967581204723,0.6941268677194862,2
18.041009315921638,3.2871547860270995,0.6307165066771063,0
12.0,6.0,0.48061270564162434,1
24.0,19.0,0.46551951677610914,1
21.09724463291018,8.826106186868868,0.8645828108569358,3
10.87747489117442,6.6086018157986315,0.34153879001010934,2
14.170255372232592,7.71378964206568,0.8456207980622631,2
9.519706077584095,4.404916474355225,0.5189670387016048,0
3.752018800216783,7.8605684700006035,0.21866072522740343,2
4.924386970921788,13.070262872312524,0.04973172906091505,2
15.969125622535065,10.70962904777775,0.8215895672665597,0
16.0,12.0,0.4569167108127772,1
17.593181984199596,12.49226155494192,0.41009313722866136,0
24.85455494529308,21.468097093105932,0.005617397701105142,2
5.78008231409986,20.358770057324286,0.395042952957827,0
4.495905979871703,5.9804279971145515,0.20250092680242227,2
17.701541090139322,2.1657054862515763,0.6140675741553578,3
6.0,21.0,0.503768679215061,1
16.0,21.0,0.47699716988823904,1
7.296241619056748,24.646253243946482,0.21047303290440889,2
2.2470247120956133,16.897087952043798,0.08403794906060758,2
4.473390788140027,8.620972649541688,0.8584406518525165,3
17.0,21.0,0.4933940432314289,1
8.0,20.0,0.4653220694668925,1
17.0,12.0,0.5496557914678631,1
13.424208092239901,11.657146810943209,0.48061233368745326,0
1.7493811768388323,22.35600244022489,0.6486513767926766,0
21.560865158746545,15.592072927703088,0.07271320029084694,0
1.0,13.0,0.4562073377555961,1
8.156833062410623,6.0211054644879605,0.5758683442388316,0
8.0,3.0,0.5377578065011805,1
10.238710013602164,17.26231804980141,0.7568226271551344,0
12.305814063285464,2.986009527010353,0.8798653455746904,3
7.513883413917694,19.73642689555853,0.5680375640418294,3
21.792191496044282,4.006733309542934,0.241242809167188,2
4.0,21.0,0.4806345494061549,1
21.46045353051886,1.903486173660296,0.10886689872956001,0
17.827979967086925,9.297461914494793,0.3874107198647254,2
0.6330496840009636,1.7986269889431972,0.6678852585952941,2
19.940941475842276,3.5800569277209315,0.5473374322750982,3
8.0,16.0,0.5169777110900262,1
22.367312706900076,15.159109323284417,0.6243059200783189,3
21.841042686665308,11.729217953139292,0.5828563494420298,3
14.917625883505952,2.8613668590590837,0.09038983038650306,0
6.38531534269125,23.991242671605022,0.2692271421053807,0
7.0,16.0,0.51352925622461,1
21.568641970268104,4.406784735550626,0.2931400111365243,0
20.950539442782315,5.316726867521801,0.15674073478664918,2
2.480607559076195,7.044934045943335,0.7140662187660448,2
19.0,16.0,0.4554376736013174,1
10.439665791590125,2.2390609526205307,0.6747821777035955,3
2.2359344702724964,9.605467692948604,0.3856364168589125,2
9.397246427507008,11.360659920958568,0.6066182357927264,0
20.206511556034144,7.734757247092255,0.8689575351281849,0
11.851530935994,8.721128431981448,0.46963628107975697,2
8.818266776334504,0.11663149448350729,0.9406817399000081,3
3.6281264126196753,3.206057554014477,0.19562488523250987,3
17.937223414944235,3.2607565064277173,0.5484167886946955,3
24.112232928462106,1.3127294016409718,0.522816172344707,0
6.338307112714725,20.438892851916794,0.3373746855278307,3
16.0,9.0,0.47037637093248075,1
18.97984575409928,10.28029733021826,0.36688415108837014,2
2.0,10.0,0.49654507415303206,1
15.077405432943317,23.579602101367296,0.3276436999612955,2
17.933950620303857,5.232426168649002,0.386844696446906,2
19.65811512990753,14.158058335724617,0.7244029156924264,0
16.63542149950755,20.99301426469216,0.7787258041787707,2
16.0,17.0,0.5315634709399728,1
18.0,15.0,0.548406308265528,1
15.723115138695093,11.693101277277092,0.8443975130372167,3
7.490315163164651,22.586425813022803,0.49195034275410976,3
0.598783634137906,7.967336451480353,0.18252292455171093,2
5.655742012269746,17.229122215321784,0.35039429509780995,0
19.890126471051456,10.63160384447973,0.769681194760808,0
0.0,16.0,0.45554948405899653,1
12.0,17.0,0.5051583136530045,1
0.1599078796891834,0.049146076641504166,0.4730766070348128,2
4.0,14.0,0.511801868404988,1
6.274687457969913,5.798986350684215,0.527845919710758,0
12.009326890378421,7.738841039060077,0.7168021238045909,0
8.237331042458232,6.136186183596007,0.9300900459366024,2
18.0,3.0,0.5256025355385257,1
20.833439969922434,1.734920120233721,0.10128511049026356,2
4.10513080832931,9.610982483884293,0.6365004141076005,2
20.231982163064327,23.149763524719784,0.30086501793403386,3
12.921356939029922,15.963263792770062,0.1237131010600181,0
0.20102265751051895,4.373028675461812,0.04820576452019376,2
22.0,6.0,0.49748229602814165,1
6.590495263303237,17.420298137845037,0.9485818526776867,0
12.955993328062283,17.810774120941524,0.9096635618274307,2
21.96703940296024,12.17001438279194,0.30968513503395134,0
16.131069636649944,13.746013840187093,0.14657393840536082,0
10.705905196688475,21.50016051168883,0.46016284270122343,0
13.995368160564055,13.58658314815107,0.965462952049033,2
13.0,13.0,0.46361323242480773,1
11.405078926126208,21.459359749372897,0.6600009849789003,0
12.338647393345708,6.31543496751466,0.6292104481473233,3
10.627535678063694,7.815806341922685,0.5807020629970018,3
4.726438258726681,19.638277973226206,0.9684657791941066,2
16.0,6.0,0.5429708311880049,1
4.72114442899037,1.186506904824025,0.14346886908655854,2
0.08773722547408824,2.955474628176033,0.8383749760118689,2
13.496561430499499,15.760007175881968,0.212692311347495,2
6.620207054909299,15.080241024971135,0.2966641131771601,2
7.6265744130575435,23.369336907293693,0.9800181889499752,0
4.0,20.0,0.5340997133387633,1
23.816841462323598,24.055982639460023,0.6590126870824528,0
6.892187618264953,11.37057529113986,0.02443130140642824,2
2.0,18.0,0.5101805235775845,1
13.128043944183828,10.24693852886858,0.7430605970966727,3
7.863432536999316,1.088227498360167,0.9013569376416043,2
6.723448022683309,4.657321690007962,0.7008801714828422,3
21.077281702192145,7.284302106074788,0.21619100441088646,3
20.550237036918418,1.18739915734985,0.5747563555031603,0
0.7120706744739719,20.465063430878555,0.6474759271231161,0
20.644143271676928,11.772939775763819,0.4514080435511353,3
2.0,15.0,0.47122978583019604,1
24.71042590664972,6.260211047405556,0.8332846734381144,2
10.0,2.0,0.5435012784396048,1
15.634457368130022,21.061679086045388,0.4149058104854797,0
21.30221877921875,4.71748173621794,0.4753711505891772,2
5.180749302224477,9.752304577393486,0.856618200745784,3
0.6378751751359157,17.173215246361988,0.30181919647606104,0
14.756870360325298,19.340619325071373,0.233310816515939,3
24.38154334318562,21.642881468841633,0.06512741234929087,2
15.419451165752132,18.43851058475004,0.8570993941781251,2
15.43519731957859,10.882213232179794,0.9638347370968804,3
10.35631436324195,15.12717363764519,0.0955285967413615,0
7.2371342482013965,12.643612560654427,0.5596674899548502,2
19.627476898054244,1.3812345655495024,0.460297000822139,3
17.206802239107326,14.772326709483934,0.15922396211209944,3
3.9200814477942187,9.31330928523439,0.50150263136105,2
12.0,23.0,0.5003228702161437,1
22.0,11.0,0.5389652371186322,1
13.256831124627697,22.034084907668493,0.6806971008114833,3
14.002305908198734,9.327020085906202,0.925992493220181,3
5.0,0.0,0.5194526842640648,1
3.8947364612301945,7.731365436866927,0.08525870318284745,2
15.82731142333184,10.526473122900088,0.6371026875144827,0
15.0,4.0,0.5227612728234454,1
15.043042712787443,17.84472279634096,0.23095773083038607,3
14.216658650657529,7.609469135837788,0.945381102055725,0
18.0,20.0,0.48035424550153544,1
13.021482363362736,18.134407668589983,0.5466856222331291,0
24.614420605880113,14.254332134747239,0.6396270924557036,2
24.04122524534555,10.214565211370077,0.5475153795382607,2
19.556311793801626,24.453195080738706,0.24659087282349923,0
6.0,3.0,0.5065712019779635,1
11.489391596695562,15.590287835610797,0.3975033079105793,0
17.827761079903297,18.29766906975995,0.9922764582251707,0
2.054521922703678,8.636762279466817,0.3344022988398131,0
